id,first_name,last_name,gender,university_name,city_of_residence,field_of_study,category_interest,interest
recfCTrEg6tkbNTxM,Letisha,Pennaman,Female,Gazi Üniversitesi,Ankara,Veterinerlik,Diğer İlgi Alanları,Sosyal Medya
recfDfLFL8jvFxzXd,Clerc,Killingbeck,Male,İstanbul Medipol Üniversitesi,İstanbul,Veterinerlik,Teknoloji ve Bilim,Yazılım Geliştirme
recfEagX1pWztYtJ2,Brenna,Spinnace,Female,Van Yüzüncü Yıl Üniversitesi,Van,Elektrik-Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
recfPEoebLx6zuRLC,Orlan,Willshire,Male,İstanbul Haliç Üniversitesi,İstanbul,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recfUEdFCDXJW9Tcp,Hendrik,Banbrigge,Male,İzmir Yüksek Teknoloji Enstitüsü,İzmir,Makine Mühendisliği,Teknoloji ve Bilim,Web Tasarımı
recfXxs9n6pUnK0Wk,Daron,Sturmey,Male,Erciyes Üniversitesi,Kayseri,Tıp,Spor ve Sağlık,Fitness
recfZBKUHIgmvyyfv,Levin,Soldner,Male,Yalova Üniversitesi,Yalova,Mühendislik Fakültesi,Spor ve Sağlık,Meditasyon
recfcKvllNlcDxPYB,Corny,Scorthorne,Female,Koç Üniversitesi Anadolu,İstanbul,Veterinerlik,Diğer İlgi Alanları,Sosyal Medya
recffcEEQaJM3lE7S,Evangelia,Essberger,Female,Sinop Üniversitesi,Sinop,Elektrik ve Elektronik Mühendisliği,Sanat ve Yaratıcılık,Tiyatro
recflyy1oy9PJRBf2,Gladys,Fredi,Female,Artvin Çoruh Üniversitesi,Artvin,Beden Eğitimi ve Spor Öğretmenliği,Teknoloji ve Bilim,Bilim Kurgu
recfmcgI3ghCqTLKQ,Brandyn,Ketts,Male,Artvin Çoruh Üniversitesi,Artvin,Makine Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recfoAAMOa9ECTole,Nicholas,Gillino,Male,Sabancı Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Sanat ve Yaratıcılık,Fotoğrafçılık
recfqjKkheLY2u4IZ,Giralda,Gadman,Female,Yeditepe Üniversitesi,İstanbul,Veterinerlik,Oyun ve Zeka Aktiviteleri,Satranç
recfrDXH0JFFgM753,Lyndsey,Ranfield,Female,Ege Üniversitesi,İzmir,Elektrik ve Elektronik Mühendisliği,Teknoloji ve Bilim,Yazılım Geliştirme
recfwEk161O6PevCp,Samuele,Duffill,Male,İstanbul Haliç Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Spor ve Sağlık,Fitness
recfxyhwBYhigR98H,Courtney,MacCathay,Female,Yüksek İhtisas Üniversitesi,Ankara,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recfz0SizkFSpahTy,Malcolm,McIan,Male,Erciyes Üniversitesi,Kayseri,Tıp,Diğer İlgi Alanları,Sosyal Medya
recg4JhxHJBj3ovCi,Tailor,Schaffler,Male,İstanbul Bilgi Üniversitesi,İstanbul,İnşaat Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recgAcKE2OiLn5GbD,Quent,Yea,Male,Mimar Sinan Güzel Sanatlar Üniversitesi,İstanbul,Mimarlık,Oyun ve Zeka Aktiviteleri,Satranç
recgBQPcCNhO8Uanz,Florri,Plascott,Female,İzmir Yüksek Teknoloji Enstitüsü,İzmir,İnşaat Mühendisliği,Sanat ve Yaratıcılık,Şiir Yazma
recgC4BswZb0DTzlP,Lynne,Brosel,Female,Mimar Sinan Güzel Sanatlar Üniversitesi,İstanbul,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recgE8H0qvz89qPtZ,Marjie,Everly,Male,Maltepe Üniversitesi,İstanbul,Eğitim Fakültesi,Oyun ve Zeka Aktiviteleri,Satranç
recgGnVDTiOl3ehwC,Paddy,Coonan,Male,İstanbul Medipol Üniversitesi,İstanbul,Tıp,Sanat ve Yaratıcılık,Tiyatro
recgIijIQu9SxVZa0,Esmaria,Merrall,Female,Anadolu Üniversitesi Açıköğretim Fakültesi,Eskişehir,Tıp,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recgMaZ1Wp5vu0q4e,Nessie,Morais,Female,Süleyman Demirel Üniversitesi,Isparta,Bilgisayar Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recgURROxhey9EVJB,Amber,Benzies,Female,Türkiye Odalar ve Borsalar Birliği Üniversitesi,Ankara,Bilgisayar Mühendisliği,Teknoloji ve Bilim,E-spor
recgUpPotSzHBAM8s,Annemarie,Woolmington,Female,İstanbul Medipol Üniversitesi,İstanbul,Orman Mühendisliği,Spor ve Sağlık,Dağcılık
recggiJMOImQ1l6Xj,Ottilie,Ibeson,Female,İstanbul Bilim Üniversitesi,İstanbul,Hukuk,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recgho1mcpkDg9xgn,Arabela,Stormont,Female,İstanbul Rumeli Üniversitesi,İstanbul,Arkeoloji,Sanat ve Yaratıcılık,Sinema
recgj91DLiX5n0D1F,Dwayne,Le Franc,Male,Koç Üniversitesi,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recgjxy7NRJ72KBTD,Pepi,Gorries,Female,İstanbul Kemerburgaz Üniversitesi,İstanbul,Turizm,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recgkRTZSsw2ukDaS,Delores,Airds,Female,İstanbul Gelişim Üniversitesi,İstanbul,Ziraat Mühendisliği,Sanat ve Yaratıcılık,Şiir Yazma
recgsoGdpnlRrld2q,Gabriel,Bailiss,Female,Giresun Üniversitesi,Giresun,Hukuk,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recgw5reaiSiUFC4v,Tomasina,Farnin,Female,Yaşar Üniversitesi,İzmir,Eğitim Fakültesi,Spor ve Sağlık,Fitness
rechGSxeZxD2wjcgR,Emmerich,Sclater,Male,Lise,Ankara,Yok,Sanat ve Yaratıcılık,Müzik
rechHMYvpmGr5xO62,Christoforo,Crosbie,Male,Bursa Uludağ Üniversitesi,Bursa,Tıp,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
rechIRO784vyhnE9l,Tobias,Eaglen,Male,Maltepe Üniversitesi,İstanbul,Fizik,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
rechLNclQrgJoZSr2,Ethelred,Shelton,Male,İstanbul Teknik Üniversitesi,İstanbul,Deniz Bilimleri,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
rechQ4ECebr6WILPp,Ambrosio,Caroll,Male,Boğaziçi Üniversitesi,İstanbul,Deniz Bilimleri,Diğer İlgi Alanları,Kitap Okuma
rechVeQTUqkmw7qua,Anne-corinne,Rodger,Female,Fatih Sultan Mehmet Üniversitesi,İstanbul,Hukuk,Diğer İlgi Alanları,Koleksiyonculuk
rechZsKFmj9ATGJBk,Kevin,Gadd,Male,Bursa Uludağ Üniversitesi,Bursa,Elektrik-Elektronik Mühendisliği,Spor ve Sağlık,Fitness
rechgAA4tG8Jc4guv,Yank,Dukes,Male,Yüksek İhtisas Üniversitesi,Ankara,Elektrik-Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
rechi8tcY5NFDH6HA,Burr,Cullingworth,Male,Çukurova Üniversitesi,Adana,Mühendislik Fakültesi,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
rechjcDBH1gS4EQn1,Clive,Nutbeam,Male,Selçuk Üniversitesi,Konya,İktisat,Sanat ve Yaratıcılık,Fotoğrafçılık
recholfsTCUaC0sRA,Deanna,Jaffra,Female,Türkiye Yüksek İhtisas Üniversitesi,Ankara,Hukuk,Teknoloji ve Bilim,Bilim Kurgu
rechw9YdHMQTXhWQM,Zaneta,Stapleton,Female,İstanbul Kültür Üniversitesi,İstanbul,Tıp,Teknoloji ve Bilim,E-spor
rechxYXJQQc4vuyIJ,Glory,Yukhnini,Female,Ordu Üniversitesi,Ordu,Deniz Bilimleri,Oyun ve Zeka Aktiviteleri,Satranç
rechy3jD3AMPoDaJe,Erl,Ricket,Male,İstanbul Kultur University,İstanbul,Eğitim Fakültesi,Doğa ve Açık Hava Aktiviteleri,Kampçılık
rechytoVL9rfd0WaS,Annnora,Rabjohn,Female,Anadolu Üniversitesi Açıköğretim Fakültesi,Eskişehir,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
reci6dvEUlOwiIBcN,Hatty,Fraine,Female,Anadolu Üniversitesi,Eskişehir,Arkeoloji,Sanat ve Yaratıcılık,Şiir Yazma
reci7YTbDo0wQkbKd,Sean,Tann,Male,Pamukkale Üniversitesi,Denizli,İşletme,Doğa ve Açık Hava Aktiviteleri,Kampçılık
reci7lQwxRg0uSrVZ,Galina,Teresse,Female,Ordu Üniversitesi,Ordu,Orman Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
reci9uYzozQbekizZ,Fredrika,Coombe,Female,Yeditepe Üniversitesi,İstanbul,Elektrik-Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
reciD2Qs4Mo2fgIMu,Chiquita,Overill,Male,Hakkari Üniversitesi,Hakkari,Tıp,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
reciGXkXsL7q7GvRM,Ruthann,Yuryichev,Female,Koç Üniversitesi,İstanbul,Eğitim Fakültesi,Spor ve Sağlık,Fitness
reciL6KIjKsV8EzSs,Rory,Jacobowitz,Male,Türkiye Yüksek İhtisas Üniversitesi,Ankara,Mimarlık,Sanat ve Yaratıcılık,Resim
reciLsPmAPIR638Lz,Elnar,Nuss,Male,Haliç Üniversitesi,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
recia7APcdoADYIAH,Seka,Colum,Female,Kastamonu Üniversitesi,Kastamonu,Mühendislik Fakültesi,Sanat ve Yaratıcılık,Fotoğrafçılık
reciaMHutN7rJfxPw,Franny,Lyfield,Male,Sabancı Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Spor ve Sağlık,Meditasyon
recid0dyDrbBPvIQN,Roddie,Tabourel,Male,Bursa Uludağ Üniversitesi,Bursa,İşletme,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recidWdAW0mjZkXVP,Cullie,Neles,Male,Muğla Sıtkı Koçman Üniversitesi,Muğla,Turizm,Doğa ve Açık Hava Aktiviteleri,Balık Tutma
recie1axVvrhQQYCI,Sheela,Jack,Female,Karadeniz Teknik Üniversitesi (KTÜ),Trabzon,Eğitim Fakültesi,Spor ve Sağlık,Dans
reciewi2xpDAnxtJo,Nelie,Strooband,Female,İstanbul Arel Üniversitesi,İstanbul,Eğitim Fakültesi,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recifynurN1KH9UFi,Marrilee,Matchitt,Female,Ege Üniversitesi,İzmir,Hukuk,Doğa ve Açık Hava Aktiviteleri,Kampçılık
reciiUkTDNk3gXunc,Vere,Kauschke,Female,İstanbul Sabahattin Zaim Üniversitesi,İstanbul,Hukuk,Spor ve Sağlık,Fitness
recj4edUqR8IVVyZZ,Barnard,Antonchik,Male,Ordu Üniversitesi,Ordu,Eğitim Fakültesi,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recj82IeCDy7Taxxn,Bernie,Lepere,Female,Hacettepe Üniversitesi,Ankara,Eğitim Fakültesi,Spor ve Sağlık,Yoga
recjB85XYzzdvzu4w,Berkie,Darque,Male,İstanbul Sabahattin Zaim Üniversitesi,İstanbul,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
recjD0Tqrljkf61Xn,Pascale,Obert,Male,Kırklareli Üniversitesi,Kırklareli,Tıp,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recjEVZVMtOyV0fBO,Lexie,Littell,Female,Akdeniz Üniversitesi,Antalya,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recjF11sNH3fQuGnu,Judith,Batte,Female,Orta Doğu Teknik Üniversitesi (ODTÜ),Ankara,Ziraat Mühendisliği,Sanat ve Yaratıcılık,Resim
recjJcgBdQZ7AgrCi,Eliot,Bulward,Male,Rize Üniversitesi,Rize,Fizik,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recjNdDLe2XnsxyWl,Jessika,Kovelmann,Female,İzmir Yüksek Teknoloji Enstitüsü,İzmir,Eczacılık,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
recjOChpmAypo7DS5,Chaddy,McAusland,Male,İstanbul Bilim Üniversitesi,İstanbul,Eğitim Fakültesi,Teknoloji ve Bilim,Astronomi
recjU5B0hTjYdJ5KI,Bambi,Slinn,Female,Dokuz Eylül Üniversitesi,İzmir,Orman Mühendisliği,Teknoloji ve Bilim,Astronomi
recjUCbxkdA1liUlT,Haleigh,Arent,Female,Recep Tayyip Erdoğan Üniversitesi,Rize,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
recjUiEuCvIrEXgY2,Langsdon,Aleksich,Male,Anadolu Üniversitesi,Eskişehir,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Müzik
recjcs346pE8yN6zU,Amelia,Ducarel,Female,Doğuş Üniversitesi,İstanbul,Beden Eğitimi ve Spor Öğretmenliği,Teknoloji ve Bilim,Astronomi
recjfhaJSk4nK2Yr0,Katharina,Jacobsson,Female,Sakarya Üniversitesi,Sakarya,Ekonomi,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recjoMKGHjCclLZCD,Mariejeanne,Whittington,Female,Fatih Sultan Mehmet Üniversitesi,İstanbul,Veterinerlik,Teknoloji ve Bilim,E-spor
recjtQZY6nx7RJEEb,Hugh,Burr,Male,İstanbul Ticaret Üniversitesi,İstanbul,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recjye91y6tcY1akp,Kerrie,Dudleston,Female,Trakya Üniversitesi,Edirne,Tıp,Teknoloji ve Bilim,Bilim Kurgu
reck0aEr6DCr1eI7e,Davidson,Lestrange,Male,Giresun Üniversitesi,Giresun,Ziraat Mühendisliği,Diğer İlgi Alanları,Kitap Okuma
reck5U660loBvP4Mg,Blaine,Savile,Male,Yalova Üniversitesi,Yalova,Mühendislik,Diğer İlgi Alanları,Kitap Okuma
reckD09EcEAjD9bV8,Brittni,Swansborough,Female,Anadolu Üniversitesi Açıköğretim Fakültesi,Eskişehir,Hukuk,Spor ve Sağlık,Fitness
reckE0aW1YyjTJUBn,Hilliary,Purdie,Female,Mimar Sinan Güzel Sanatlar Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
reckIxiTF6Wh5nqzG,Dorelle,Draysay,Female,İstanbul Üniversitesi-Cerrahpaşa,İstanbul,Ekonomi,Teknoloji ve Bilim,Yazılım Geliştirme
reckSoZ08i7hK0Hjh,Meredith,Annetts,Female,Sinop Üniversitesi,Sinop,Ziraat Mühendisliği,Teknoloji ve Bilim,Bilim Kurgu
reckW5mFHjoK3wVZt,Quill,Sandilands,Male,İstanbul Gelişim Üniversitesi,İstanbul,Tarım Bilimleri,Spor ve Sağlık,Yoga
reckeGKHdHOou9B4a,Emelyne,Tyce,Female,Mersin Üniversitesi,Mersin,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
reckencT1dP7Ed8zN,Billie,Geare,Male,Yeditepe Üniversitesi,İstanbul,Tarım Bilimleri,Sanat ve Yaratıcılık,Grafik Tasarım
reckfkwUbIhdEnNyl,Melina,Leader,Female,Kastamonu Üniversitesi,Kastamonu,Mimarlık,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
reckkgw95FLenWjqu,Rosabel,Wringe,Female,İstanbul Şehir Üniversitesi,İstanbul,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
reckuujPeC14W1LDl,Adele,Toman,Female,Atatürk Üniversitesi,Erzurum,Hukuk,Sanat ve Yaratıcılık,Fotoğrafçılık
reckwlibaSSsIbLve,Neddie,Blackly,Male,Sabahattin Zaim Üniversitesi,İstanbul,Eğitim Fakültesi,Teknoloji ve Bilim,Yazılım Geliştirme
reclBjYOLVwUY7w3z,Brod,Boulden,Male,Sinop Üniversitesi,Sinop,Tarım Bilimleri,Spor ve Sağlık,Dağcılık
reclBmzpn6wyExOAe,Buffy,Tomasik,Female,İstanbul Arel Üniversitesi,İstanbul,Mühendislik Fakültesi,Sanat ve Yaratıcılık,Grafik Tasarım
reclHg8VmFQyMJglH,Antonetta,Tomes,Female,Yeditepe Üniversitesi,İstanbul,İnşaat Mühendisliği,Sanat ve Yaratıcılık,Müzik
reclLHBS4xMJhaYSF,Reinwald,Beneteau,Male,Selçuk Üniversitesi,Konya,Tarım Bilimleri,Teknoloji ve Bilim,Yazılım Geliştirme
reclMoRk2qb9QVGZd,Gayelord,Carus,Male,Pamukkale Üniversitesi,Denizli,Mühendislik Fakültesi,Sanat ve Yaratıcılık,Sinema
reclU4bjtrpQltn2V,Ira,Hiers,Male,Anadolu Üniversitesi,Eskişehir,Eczacılık,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
reclWo5sdML6Cbagz,Sinclair,Stamper,Male,İstanbul Gelişim Üniversitesi,İstanbul,Arkeoloji,Teknoloji ve Bilim,Yazılım Geliştirme
recleaAEKHzLc3kF2,Lura,Spoole,Male,İstanbul Kultur University,İstanbul,Hukuk,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
reclj2rQndM8ZtGL9,Ruttger,Geelan,Male,İstanbul Aydın Üniversitesi,İstanbul,İşletme,Diğer İlgi Alanları,Koleksiyonculuk
reclk8zYQQ7THrSJc,Halsy,Glabach,Male,Anadolu Üniversitesi Açıköğretim Fakültesi,Eskişehir,Deniz Bilimleri,Diğer İlgi Alanları,Sosyal Medya
reclnDimPSVL2Zj3e,Urbano,Vallentin,Male,Bozok Üniversitesi,Yozgat,Ziraat Mühendisliği,Diğer İlgi Alanları,Sosyal Medya
reclnXcOAdtlE6Ed9,Viviene,Hugnet,Female,Mimar Sinan Güzel Sanatlar Üniversitesi,İstanbul,Tıp,Spor ve Sağlık,Fitness
reclnsHXOJfIkEq5n,Alina,Daltry,Female,Bilkent Üniversitesi,Ankara,Fizik,Doğa ve Açık Hava Aktiviteleri,Kampçılık
reclo4FJRNSARWGIc,Joceline,Conring,Female,Bahçeşehir Üniversitesi,İstanbul,Elektrik ve Elektronik Mühendisliği,Doğa ve Açık Hava Aktiviteleri,Seyahat
recm03WZmUUDxr4S0,Marcy,Albin,Female,İstanbul Altınbaş Üniversitesi,İstanbul,Eğitim Fakültesi,Doğa ve Açık Hava Aktiviteleri,Bahçe İşleri
recm0EASTPHL3TZtk,Alissa,Antley,Female,Hakkari Üniversitesi,Hakkari,Ekonomi,Oyun ve Zeka Aktiviteleri,Satranç
recm4vvSKPNg5tpDL,Mel,Smale,Male,Pamukkale Üniversitesi,Denizli,İnşaat Mühendisliği,Diğer İlgi Alanları,Kitap Okuma
recm7fddHeWMGypK3,Brew,Vaughten,Male,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,Arkeoloji,Diğer İlgi Alanları,Yemek Yapma
recm8hRsdEJ0Ej2Xy,Dame,Bassingden,Male,İstanbul Aydın Üniversitesi,İstanbul,Orman Mühendisliği,Teknoloji ve Bilim,Web Tasarımı
recmDz4UxbQJUggpf,Klarika,Fradgley,Female,Anadolu Üniversitesi Yerleşik,Eskişehir,Tıp,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recmEN8rJYlAIST3N,Fredi,Bulmer,Female,Haliç Üniversitesi,İstanbul,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recmKrEA88QjxPMef,Normand,Daley,Male,İstanbul Bilgi Üniversitesi,İstanbul,İşletme,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recmLGNO3T2LONuEV,Ozzie,Pidcock,Male,İstanbul Kültür Üniversitesi,İstanbul,Veterinerlik,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recmO8CtpgiWk3ER4,Abbot,Dunguy,Male,Artvin Çoruh Üniversitesi,Artvin,Eğitim Fakültesi,Diğer İlgi Alanları,Yemek Yapma
recmOAV7vTrhCDV2w,Darrell,Longcaster,Male,Koç Üniversitesi,İstanbul,Makine Mühendisliği,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recmOlB3zqYF8Hw4y,Bailie,Jeanel,Male,İstanbul Arel Üniversitesi,İstanbul,İşletme,Doğa ve Açık Hava Aktiviteleri,Kampçılık
recmPRe6FTZ4u8vgn,Barthel,Fulford,Male,Rize Üniversitesi,Rize,Tarım Bilimleri,Spor ve Sağlık,Meditasyon
recmUIiyGObijWEGh,Franny,Carlesi,Female,İstanbul Arel Üniversitesi,İstanbul,Tarım Bilimleri,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recmUeevakGkdl4wF,Titus,Mounsey,Male,Bahçeşehir Üniversitesi,İstanbul,Eğitim Fakültesi,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recmXFfB4fFCraFIi,Gavin,Chaman,Male,Muğla Sıtkı Koçman Üniversitesi,Muğla,Hukuk,Sanat ve Yaratıcılık,Müzik
recmXSxC4Qv2gUmEV,Willow,Straniero,Female,İstanbul Ticaret Üniversitesi,İstanbul,Tıp,Sanat ve Yaratıcılık,Yaratıcı Yazarlık
recmcpWsRRyVcUDck,Bernardo,Redd,Male,Atatürk Üniversitesi,Erzurum,Veterinerlik,Oyun ve Zeka Aktiviteleri,Satranç
recmeaknKrDc5UJrz,Ida,Hucker,Female,Erciyes Üniversitesi,Kayseri,Tıp,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recmjHGyRP5Yvqrgu,Franni,Donaldson,Female,Marmara Üniversitesi,İstanbul,Ziraat Mühendisliği,Sanat ve Yaratıcılık,Müzik
recmjyEmjefulNgpL,Alberta,Bugge,Female,Hacettepe Üniversitesi,Ankara,İktisat,Sanat ve Yaratıcılık,Şiir Yazma
recmky1vWd6vbYMyv,Cybill,Towey,Female,İstanbul Üniversitesi-Cerrahpaşa,İstanbul,Elektrik ve Elektronik Mühendisliği,Sanat ve Yaratıcılık,Resim
recmlhRdCKHLN55r1,Anna-diana,Pallasch,Female,İstanbul Üniversitesi-Cerrahpaşa,İstanbul,Veterinerlik,Diğer İlgi Alanları,Yemek Yapma
recmrdSNdh9CyREHI,Cyndi,Wadlow,Male,İstanbul Üniversitesi,İstanbul,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
recmw7oR9ju8DP7Bi,Pippy,Baybutt,Female,İstanbul Şehir Üniversitesi,İstanbul,Tıp,Doğa ve Açık Hava Aktiviteleri,Seyahat
recmwP796rQ0dmAcx,Rasia,Chiplin,Female,Pamukkale Üniversitesi,Denizli,Turizm,Oyun ve Zeka Aktiviteleri,Satranç
recmxYd9EHmEIcM0g,Anissa,Preskett,Female,Sabahattin Zaim Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Diğer İlgi Alanları,Yemek Yapma
recmy45W1ukbm7LKn,Fulton,Stallan,Male,İstanbul Yeni Yüzyıl Üniversitesi,İstanbul,Bilgisayar Mühendisliği,Spor ve Sağlık,Dağcılık
recmyRlYqAcKIZZnz,Avrom,Domenici,Male,Yaşar Üniversitesi,İzmir,İktisat,Sanat ve Yaratıcılık,Sinema
recmzD6TEzDirUVJN,Felicia,Wolfinger,Female,İnönü Üniversitesi,Malatya,Ekonomi,Diğer İlgi Alanları,Yemek Yapma
recn0yvCdPMIYyAPB,Waite,Postance,Male,Akdeniz Üniversitesi,Antalya,Eczacılık,Oyun ve Zeka Aktiviteleri,Satranç
recn1VSGA0ndMbhHs,Gearard,Balasini,Male,İnönü Üniversitesi,Malatya,Eğitim Fakültesi,Spor ve Sağlık,Dağcılık
recn3yn9N89Tnsypu,Lydie,Beesley,Female,Doğuş Üniversitesi,İstanbul,Hukuk,Sanat ve Yaratıcılık,Sinema
recn4BReb8YC9QxQ5,Cicily,Novelli,Female,İzmir Ekonomi Üniversitesi,İzmir,Arkeoloji,Diğer İlgi Alanları,Kitap Okuma
recn5xq6FLxBxkPms,Farly,Fairfull,Male,Giresun Üniversitesi,Giresun,Orman Mühendisliği,Spor ve Sağlık,Meditasyon
recn9oaasy7PyaUqc,Gwendolyn,Kilford,Female,İstanbul Medipol Üniversitesi,İstanbul,Mimarlık,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recnA6SLtgxjkiw4T,Marthena,Bruckner,Female,İstanbul Bilim Üniversitesi,İstanbul,Arkeoloji,Diğer İlgi Alanları,Kitap Okuma
recnCo8yGNX3Ejdpz,Kelsy,Eassom,Female,İstanbul Aydın Üniversitesi,İstanbul,Mimarlık,Oyun ve Zeka Aktiviteleri,Satranç
recnF1JrfVOePgW8I,Udell,Galletly,Male,İstanbul Üniversitesi-Cerrahpaşa,İstanbul,Hukuk,Teknoloji ve Bilim,E-spor
recnFCQOFrgC6lfWW,Jocelin,McMillam,Female,Orta Doğu Teknik Üniversitesi,Ankara,Ekonomi,Diğer İlgi Alanları,Kitap Okuma
recnNnZ07z9OTql3t,Yehudi,Garstang,Male,Hacettepe Üniversitesi,Ankara,Tıp,Teknoloji ve Bilim,Bilim Kurgu
recnPl0mLrYkf0ogV,Collen,Linzey,Female,Haliç Üniversitesi,İstanbul,Tarım Bilimleri,Gönüllülük ve Toplumsal Faaliyetler,Gönüllülük
recnSBLJpOBXhq0nf,Marsiella,Posnett,Female,Hacettepe Üniversitesi,Ankara,Hukuk,Diğer İlgi Alanları,Sosyal Medya
recndoMrmus7mrIUt,Nickolas,Romanski,Male,Koç Üniversitesi,İstanbul,Tıp,Teknoloji ve Bilim,Web Tasarımı
recnhlb166mRhrjAq,Sapphire,Keiley,Female,Yaşar Üniversitesi,İzmir,Ekonomi,Diğer İlgi Alanları,Kitap Okuma
recnpjc5dmcA2cTAa,Dionne,Capron,Female,İzmir Ekonomi Üniversitesi,İzmir,Bilgisayar Mühendisliği,Oyun ve Zeka Aktiviteleri,Satranç
recnxLiGp2LTaTDrd,Ahmed,Nelthrop,Male,İstanbul Haliç Üniversitesi,İstanbul,Tıp,Sanat ve Yaratıcılık,Müzik
reco8Oi3jXi6BmCjp,Grete,Turle,Female,Karadeniz Teknik Üniversitesi (KTÜ),Trabzon,Tıp,Teknoloji ve Bilim,E-spor
recoBJhuPG7hryv4W,Suzanna,Burnsyde,Female,İnönü Üniversitesi,Malatya,Eczacılık,Doğa ve Açık Hava Aktiviteleri,Doğa Yürüyüşü
recoDNvB0TCNeuk6K,Ximenes,Warcop,Male,Yeditepe Üniversitesi,İstanbul,İnşaat Mühendisliği,Oyun ve Zeka Aktiviteleri,Bulmaca Çözme
recoJiOoO5dKTBmbZ,Clyde,Jepson,Male,Orta Doğu Teknik Üniversitesi (ODTÜ),Ankara,İşletme,Doğa ve Açık Hava Aktiviteleri,Seyahat
recoLtWKL7EX7rZNd,Ram,Keveren,Male,İzmir Yüksek Teknoloji Enstitüsü,İzmir,Tıp,Oyun ve Zeka Aktiviteleri,Satranç
recoRZwqEqovI5DYG,Kinnie,Gamblin,Male,Recep Tayyip Erdoğan Üniversitesi,Rize,Tarım Bilimleri,Spor ve Sağlık,Meditasyon
recoRsfCOHqtsc3FS,Lynnette,Heimann,Female,Trakya Üniversitesi,Edirne,İşletme,Gönüllülük ve Toplumsal Faaliyetler,Hayvan Bakımı
recoSlhGAWfjNgF9I,Haze,Patterson,Male,Süleyman Demirel Üniversitesi,Isparta,Elektrik-Elektronik Mühendisliği,Spor ve Sağlık,Fitness
